Id,SalePrice
1461,122415.88785325318
1462,146785.91195870753
1463,187932.28205668007
1464,188522.86223812125
1465,190769.30547506502
1466,172182.24285297302
1467,168677.95334061305
1468,169116.23223655624
1469,176558.66869684932
1470,125951.99968202095
1471,207521.95102355382
1472,97104.90915188739
1473,101957.6075059218
1474,152502.24802810684
1475,136140.22459229906
1476,360544.295994061
1477,257472.38616129916
1478,313932.0615959782
1479,298313.37615785596
1480,492678.74603633257
1481,333750.88449153275
1482,216683.4678199939
1483,172747.37934349568
1484,168096.63029777198
1485,173770.9937870247
1486,195207.0562392092
1487,354943.4040995267
1488,248594.2451247861
1489,212759.68891844928
1490,200263.03781869294
1491,186900.6305081584
1492,100821.09668930844
1493,182000.18826623887
1494,306076.06725781894
1495,306418.0694396028
1496,249203.33208924465
1497,178943.22169673606
1498,162679.68466297138
1499,158677.24219472185
1500,145907.61851178663
1501,171780.24448917905
1502,165465.28367579673
1503,284963.88204624783
1504,242466.46669314196
1505,231353.85188548875
1506,175805.26718814322
1507,217510.5910647646
1508,198024.49444679244
1509,161083.84587227213
1510,143647.0374662871
1511,144201.0045909683
1512,168989.995719514
1513,134220.41005402186
1514,164209.87961919344
1515,193648.41785257982
1516,164378.15713108468
1517,159826.16598847313
1518,128717.83966992317
1519,226428.5986645865
1520,136752.46344910146
1521,139432.50951148613
1522,167824.80519801145
1523,118932.08645286578
1524,122762.29215011031
1525,126748.72383341813
1526,123863.8487849382
1527,97522.99872111838
1528,126961.88815967663
1529,138901.89484904872
1530,178387.07452899433
1531,105487.43467437112
1532,102449.62989703655
1533,144991.98533710852
1534,117757.20011358794
1535,162332.68910500727
1536,109548.6551932967
1537,63003.48252260152
1538,167794.07837159862
1539,210576.76662421998
1540,101581.422859599
1541,150686.4499756791
1542,140365.23101107893
1543,229736.3122784129
1544,78166.82539404051
1545,104187.6003234043
1546,127315.20684042382
1547,129379.71138300268
1548,126889.26076538223
1549,116352.43769097868
1550,147987.96705041872
1551,112309.63891438283
1552,130915.66005771345
1553,156327.76208694367
1554,111293.32309340367
1555,174200.24313724198
1556,87975.05086315265
1557,113843.39770916432
1558,90199.62082422659
1559,87271.19573109678
1560,135460.3025890276
1561,131982.71608858724
1562,126932.71116241212
1563,119142.10324549435
1564,154721.32501950214
1565,152401.63849583792
1566,253821.00044009622
1567,68350.51161810177
1568,236871.6481737664
1569,130469.33153923712
1570,124805.08938372722
1571,121542.4977823496
1572,152412.10344516498
1573,239346.32658212743
1574,116962.54915233722
1575,205412.5527256655
1576,224639.3081246177
1577,201171.12670692455
1578,157994.2668954455
1579,141798.67426425632
1580,184611.51688423002
1581,143180.65183542774
1582,129167.53805631971
1583,331431.0141714084
1584,231461.54742247693
1585,143725.41854727862
1586,75938.38556100496
1587,98704.56866567713
1588,150247.06467263043
1589,92589.16369480101
1590,139496.3512601207
1591,104844.35147851294
1592,124993.6457318536
1593,129206.34677076123
1594,120796.46915484723
1595,112736.84159820587
1596,243568.24905358977
1597,180133.20316529155
1598,201546.5467162881
1599,195405.4215713868
1600,185298.0127779943
1601,61318.630365733516
1602,103365.27185551167
1603,77946.4069533103
1604,278856.1104917974
1605,244394.49056225875
1606,170893.64001398376
1607,152776.49853727597
1608,215555.85476704678
1609,198102.12736967174
1610,158694.1916578784
1611,143561.99031613304
1612,161999.71971086896
1613,155079.70484280153
1614,121588.17567513716
1615,83312.72669189853
1616,70123.43954759664
1617,85614.97349900745
1618,126404.69212216594
1619,134091.44547275006
1620,117207.30973418943
1621,125945.87385444726
1622,137748.8120844307
1623,288802.88615588413
1624,206409.92548520069
1625,120177.4754983561
1626,170414.02145687255
1627,178562.72806604995
1628,279728.41867256316
1629,175804.931866527
1630,399445.98324987036
1631,216883.3861464061
1632,253293.61064287118
1633,174065.39755327435
1634,179785.49586635153
1635,182030.21816400954
1636,154688.71907606456
1637,187491.00837468865
1638,202847.56718257358
1639,177948.69627845442
1640,262938.71117447503
1641,174553.29504222196
1642,226054.9007910539
1643,237680.61323265385
1644,237971.38175187056
1645,192698.7415318556
1646,156514.5289506934
1647,161031.7765920939
1648,133014.82485786758
1649,136213.47034665654
1650,110435.76215212893
1651,120502.03052845188
1652,100734.98264698018
1653,101878.68377495291
1654,149942.45962327922
1655,153615.69013180252
1656,147747.53196763477
1657,151647.7334408541
1658,148466.04713561205
1659,147694.1393703323
1660,152847.1789080447
1661,474281.0144958542
1662,405759.9462368328
1663,382792.5403235164
1664,462430.8890231718
1665,328853.9928865767
1666,354807.3530165027
1667,337843.51592283294
1668,337712.73101414257
1669,304616.8614197578
1670,346432.27339283796
1671,268491.8984988267
1672,537805.5908371469
1673,298916.82806409243
1674,254030.22868732898
1675,182014.07430835304
1676,190141.94690682375
1677,225730.0356564621
1678,466659.97692517884
1679,419039.5863515238
1680,312356.4527557348
1681,262364.8519671251
1682,306487.0418391481
1683,185291.29776935437
1684,168896.38687129377
1685,176367.99778972127
1686,172696.97480838315
1687,173936.62788878745
1688,183321.48151667882
1689,184140.98296297566
1690,192114.4994655169
1691,178383.50197816998
1692,274482.58335261873
1693,173273.88051655874
1694,183756.97248971736
1695,165272.09155687533
1696,282653.8014316695
1697,170927.21654836248
1698,378388.07954468986
1699,336155.9112114096
1700,258818.0382980077
1701,269882.2736523392
1702,274610.35537356045
1703,260522.79286081315
1704,301548.1288145139
1705,227809.4038453667
1706,482449.61763624405
1707,224500.31409580354
1708,214373.58622550798
1709,262255.2826008609
1710,226369.87083607735
1711,269028.0978106975
1712,288710.3585524669
1713,253437.8627912459
1714,219873.14503070898
1715,200915.35921850216
1716,178752.53269778469
1717,166189.27132239385
1718,143162.21908113986
1719,203421.37767150253
1720,243572.19792691822
1721,162117.79688015417
1722,138768.82912170596
1723,161007.36051605266
1724,217944.56102333832
1725,225215.47489100986
1726,191564.91023286118
1727,162180.57971098908
1728,179315.8044443463
1729,165756.0486352017
1730,165674.34282231246
1731,128952.63817134996
1732,133034.36162708842
1733,115616.32180024104
1734,121889.2204092918
1735,137046.4788476268
1736,118321.1794682939
1737,348761.3425643354
1738,222869.4705263683
1739,274072.43944532546
1740,201433.55905684072
1741,194230.84147740548
1742,169996.69571444218
1743,169039.64072725645
1744,310944.0996426871
1745,222136.97195113535
1746,231888.408165497
1747,222507.16375486096
1748,211391.8686365367
1749,159085.74312192184
1750,139678.99349032223
1751,245866.3308763531
1752,121605.57024731225
1753,140357.1994779212
1754,192825.95361727462
1755,171310.39028353867
1756,123334.71562679517
1757,119773.1249223314
1758,134583.2749154636
1759,176301.23596981977
1760,161217.70580964137
1761,139259.08741950066
1762,165097.86044104098
1763,171115.4323653403
1764,116270.13276502393
1765,160374.29914571525
1766,172243.6667692333
1767,211366.87183909048
1768,140594.72524804148
1769,175694.98087811994
1770,142942.7105565021
1771,127988.78400781698
1772,137118.2506758348
1773,134312.60354414282
1774,128023.57572633575
1775,132112.04638957806
1776,114824.83832677733
1777,112409.50684482344
1778,143362.51223475442
1779,113311.78359896195
1780,174953.6070900917
1781,130059.00154282755
1782,95453.6751470914
1783,137441.49271705985
1784,95367.77987513469
1785,108901.47906425082
1786,151548.8438746567
1787,159845.6772093472
1788,59789.57864868732
1789,90681.67609494137
1790,83535.57263177854
1791,155728.39653725587
1792,160527.31694879913
1793,127710.91221869235
1794,142789.70425502132
1795,141929.77246091113
1796,123692.33090186198
1797,98719.4426441622
1798,128933.20898177614
1799,112384.63871816506
1800,128938.86527918048
1801,125884.51190997264
1802,134794.31698248468
1803,143072.68332509822
1804,146423.93537851397
1805,136139.0560963931
1806,116391.72498765803
1807,128554.67915310772
1808,116228.78044830386
1809,123792.28524874855
1810,149759.10759978488
1811,102756.68295238916
1812,101334.40030680646
1813,117689.95041526777
1814,94661.54506733903
1815,60440.614304010945
1816,100633.29760428405
1817,119969.06590495129
1818,135886.37751502587
1819,124036.07766234939
1820,63835.880504229535
1821,102708.48002845615
1822,146909.01120107996
1823,44565.94429503123
1824,137658.8547303338
1825,134357.31456201538
1826,98935.93349338633
1827,101337.00962080361
1828,141607.99340386133
1829,108662.35265368459
1830,146749.10026942068
1831,158507.9982627665
1832,91598.74097800284
1833,133193.68062406182
1834,120738.76749504406
1835,145876.73084827155
1836,120589.5161560907
1837,99123.87356532659
1838,118300.64439413864
1839,82670.29473787454
1840,162375.7326901791
1841,153955.21075135324
1842,86362.77585785303
1843,120329.31520696428
1844,134948.27904741114
1845,136726.90404478897
1846,153481.8480773633
1847,148100.63351038145
1848,64149.68726247503
1849,109311.33933231166
1850,125069.95908544683
1851,156761.4567351825
1852,125052.06896391847
1853,139086.9421699673
1854,173748.2915022037
1855,131976.29694983986
1856,228580.8796439576
1857,181435.92443027627
1858,124466.80804571467
1859,122665.8600426618
1860,143537.6221583182
1861,121890.9640610476
1862,299756.67958849436
1863,279046.5870599842
